Category,Maricopa
Total_doses_administered,4677727
Total_people_one_dose,2431899
Total_people_complete,2158488
total_pouluation,2431899
Male-65 years and older,270958
Male-55-64 years,179334
Male-45-54 years,172353
Male-20-44 years,405747
Male-Less than 20 years,109371
Female-65 years and older,340126
Female-55-64 years,202811
Female-45-54 years,187961
Female-20-44 years,435210
Female-Less than 20 years,113637
"American Indian or Alaska Native, non-Hispanic",44496
"Black or African American, non-Hispanic",87719
"Asian or Pacific Islander, non-Hispanic",116600
Unknown,182586
Hispanic or Latino,389134
Other Race,446192
"White, non-Hispanic",1165172
