Category,value
Hospitalizations,78514
Yuma,2512
Yavapai,2294
Santa Cruz,610
Pinal,5221
Pima,8474
Navajo,2008
Mohave,2607
Maricopa,49652
La Paz,297
Greenlee,57
Graham,397
Gila,839
Coconino,1608
Cochise,863
Apache,1075
Male,41200
Female,37270
65 years and older,33267
55-64 years,14362
45-54 years,11150
20-44 years,16756
Less than 20 years,2935
Unknown,2007
Other Race,3427
"Asian or Pacific Islander, non-Hispanic",1325
"Black or African American, non-Hispanic",3887
"American Indian or Alaska Native, non-Hispanic",5647
Hispanic or Latino,24765
"White, non-Hispanic",37456
