Category,Arizona
Total_doses_administered,7912049
Total_people_complete,348965
total_pouluation,7189020
Total_people_one_dose,4174664
Male-65 years and older,522646
Male-55-64 years,307150
Male-45-54 years,275819
Male-20-44 years,672994
Male-Less than 20 years,185075
Female-65 years and older,642836
Female-55-64 years,351319
Female-45-54 years,299096
Female-20-44 years,704684
Female-Less than 20 years,193563
"Black or African American, non-Hispanic",118293
"Asian or Pacific Islander, non-Hispanic",152523
"American Indian or Alaska Native, non-Hispanic",155865
Unknown,450408
Other Race,678978
Hispanic or Latino,734687
"White, non-Hispanic",1883910
