Category,Yavapai
Total_doses_administered,196885
Total_people_one_dose,108132
Total_people_complete,92006
total_pouluation,108132
Male-65 years and older,23794
Male-55-64 years,8653
Male-45-54 years,4721
Male-20-44 years,9321
Male-Less than 20 years,2190
Female-65 years and older,29698
Female-55-64 years,11043
Female-45-54 years,5605
Female-20-44 years,9455
Female-Less than 20 years,2504
"Black or African American, non-Hispanic",479
"American Indian or Alaska Native, non-Hispanic",1204
"Asian or Pacific Islander, non-Hispanic",1224
Hispanic or Latino,7086
Other Race,16945
Unknown,24780
"White, non-Hispanic",56414
