Category,La Paz
Total_doses_administered,14745
Total_people_one_dose,7982
Total_people_complete,7044
total_pouluation,7982
Male-65 years and older,2219
Male-55-64 years,578
Male-45-54 years,294
Male-20-44 years,584
Male-Less than 20 years,231
Female-65 years and older,2276
Female-55-64 years,674
Female-45-54 years,347
Female-20-44 years,526
Female-Less than 20 years,237
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",84
"American Indian or Alaska Native, non-Hispanic",345
Hispanic or Latino,1145
Other Race,1164
Unknown,1829
"White, non-Hispanic",3383
