Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10443675,66781,220170,179209,47994,10020,59574,18985,6024815,197524,107980,556515,1701551,123260,262793,337625
Total_people_complete,4036767,23402,83470,69302,19129,3875,23454,7629,2357366,78312,41794,225461,642397,46115,101596,130278
total_pouluation,7189020,31313,98386,86229,22159,4478,27102,9305,2763135,93774,51766,263601,767052,62393,121585,166869
Total_people_one_dose,4880947,31313,98386,86229,22159,4478,27102,9305,2763135,93774,51766,263601,767052,62393,121585,166869
Male-65 years and older,588636,2908,9657,11665,2456,519,5979,2518,294415,21728,7598,38249,94733,4935,26767,17806
Male-55-64 years,341512,2113,6524,5761,1620,383,2266,654,194171,8509,3706,18966,49894,3499,9436,11013
Male-45-54 years,308697,1707,5962,4588,1482,334,1290,336,188845,4446,2833,17364,43341,3677,5214,9525
Male-20-44 years,774278,4135,17821,12286,3729,805,2536,705,456461,7919,6148,40012,116948,9699,10735,29370
Male-Less than 20 years,298526,4430,6742,6412,1402,237,884,396,166986,2010,4828,14297,50235,8063,3202,13865
Female-65 years and older,715051,3486,10865,13638,2958,522,6365,2506,367968,23764,8556,43921,121819,5977,32495,20393
Female-55-64 years,388169,2281,7290,6851,1755,319,2663,767,218163,9833,4226,21429,59584,3906,11931,11836
Female-45-54 years,332386,1696,6013,5147,1450,333,1429,386,204406,5004,2845,17730,49031,4049,6198,10495
Female-20-44 years,809883,4022,20247,13039,3776,775,2705,629,488251,8149,6059,36852,128770,10275,10976,27671
Female-Less than 20 years,303957,4525,6989,6740,1519,249,928,389,169185,2231,4927,14042,51208,8220,3489,14244
"Black or African American, non-Hispanic",149673,62,836,1670,97,53,97,43,108878,660,215,9794,17697,61,611,878
"Asian or Pacific Islander, non-Hispanic",187939,140,1798,1547,90,49,216,94,141309,1447,385,5474,23233,192,1523,1277
"American Indian or Alaska Native, non-Hispanic",212748,24378,23625,380,5723,127,2914,556,54314,787,22929,10524,16145,58,1494,1218
Unknown,438821,1184,12266,10431,4154,301,4577,1915,185978,11666,2496,30426,66290,5093,18404,30287
Other Race,689168,1188,8961,12308,1329,96,4360,1219,439532,14777,6465,32163,94754,3674,17844,20056
Hispanic or Latino,935315,615,7784,25684,4027,2031,1535,1393,478659,7735,2717,43531,193502,45334,8701,76103
"White, non-Hispanic",2267283,3746,43116,34209,6739,1821,13403,4085,1354465,56702,16559,131689,355431,7981,73008,37050
