Category,Coconino
Total_doses_administered,220170
Total_people_one_dose,98386
Total_people_complete,83470
total_pouluation,98386
Male-65 years and older,9657
Male-55-64 years,6524
Male-45-54 years,5962
Male-20-44 years,17821
Male-Less than 20 years,6742
Female-65 years and older,10865
Female-55-64 years,7290
Female-45-54 years,6013
Female-20-44 years,20247
Female-Less than 20 years,6989
"Black or African American, non-Hispanic",836
"Asian or Pacific Islander, non-Hispanic",1798
Hispanic or Latino,7784
Other Race,8961
Unknown,12266
"American Indian or Alaska Native, non-Hispanic",23625
"White, non-Hispanic",43116
