Category,Santa Cruz
Total_doses_administered,96654
Total_people_one_dose,50625
Total_people_complete,43176
total_pouluation,50625
Male-65 years and older,4498
Male-55-64 years,3115
Male-45-54 years,3259
Male-20-44 years,8707
Male-Less than 20 years,4734
Female-65 years and older,5413
Female-55-64 years,3374
Female-45-54 years,3515
Female-20-44 years,8830
Female-Less than 20 years,5104
"Black or African American, non-Hispanic",51
"American Indian or Alaska Native, non-Hispanic",53
"Asian or Pacific Islander, non-Hispanic",183
Unknown,2899
Other Race,3378
"White, non-Hispanic",7192
Hispanic or Latino,36869
