Category,Maricopa
Total_doses_administered,5109509
Total_people_one_dose,2539825
Total_people_complete,2260134
total_pouluation,2539825
Male-65 years and older,279081
Male-55-64 years,183844
Male-45-54 years,178020
Male-20-44 years,423470
Male-Less than 20 years,126564
Female-65 years and older,349291
Female-55-64 years,207324
Female-45-54 years,193583
Female-20-44 years,453999
Female-Less than 20 years,130217
"American Indian or Alaska Native, non-Hispanic",48856
"Black or African American, non-Hispanic",97255
"Asian or Pacific Islander, non-Hispanic",126632
Unknown,167342
Other Race,416933
Hispanic or Latino,416997
"White, non-Hispanic",1265810
