Category,Arizona
Total_doses_administered,8744232
Total_people_complete,408391
total_pouluation,7189020
Total_people_one_dose,4408201
Male-65 years and older,546698
Male-55-64 years,317370
Male-45-54 years,286748
Male-20-44 years,707764
Male-Less than 20 years,221257
Female-65 years and older,667932
Female-55-64 years,362015
Female-45-54 years,309874
Female-20-44 years,739603
Female-Less than 20 years,229236
"Black or African American, non-Hispanic",132583
"Asian or Pacific Islander, non-Hispanic",166642
"American Indian or Alaska Native, non-Hispanic",178928
Unknown,402347
Other Race,643443
Hispanic or Latino,797671
"White, non-Hispanic",2086587
