Category,Mohave
Total_doses_administered,147071
Total_people_one_dose,83902
Total_people_complete,70578
Total_doses_ordered,124750
total_pouluation,216985
Male-65 years and older,20837
Male-55-64 years,7936
Male-45-54 years,3944
Male-20-44 years,6404
Male-Less than 20 years,925
Female-65 years and older,23238
Female-55-64 years,9318
Female-45-54 years,4168
Female-20-44 years,5913
Female-Less than 20 years,1070
"Black or African American, non-Hispanic",562
"American Indian or Alaska Native, non-Hispanic",831
"Asian or Pacific Islander, non-Hispanic",1210
Hispanic or Latino,5512
Unknown,14413
Other Race,15292
"White, non-Hispanic",46082
