Category,Gila
Total_doses_administered,49872
Total_people_one_dose,27598
Total_people_complete,24866
Total_doses_ordered,36470
total_pouluation,55159
Male-65 years and older,5745
Male-55-64 years,2537
Male-45-54 years,1523
Male-20-44 years,2926
Male-Less than 20 years,536
Female-65 years and older,6096
Female-55-64 years,2854
Female-45-54 years,1636
Female-20-44 years,3042
Female-Less than 20 years,643
"Black or African American, non-Hispanic",91
"Asian or Pacific Islander, non-Hispanic",250
Hispanic or Latino,1211
Other Race,4674
Unknown,5218
"American Indian or Alaska Native, non-Hispanic",5239
"White, non-Hispanic",10915
