Category,Coconino
Total_doses_administered,144727
Total_people_one_dose,78810
Total_people_complete,71884
Total_doses_ordered,95930
total_pouluation,147275
Male-65 years and older,7494
Male-55-64 years,5841
Male-45-54 years,5177
Male-20-44 years,15546
Male-Less than 20 years,2622
Female-65 years and older,8582
Female-55-64 years,6590
Female-45-54 years,5400
Female-20-44 years,18085
Female-Less than 20 years,3398
"Black or African American, non-Hispanic",553
"Asian or Pacific Islander, non-Hispanic",1168
Hispanic or Latino,5253
Other Race,9181
"American Indian or Alaska Native, non-Hispanic",16245
Unknown,16551
"White, non-Hispanic",29859
