Category,Gila
Total_doses_administered,55039
Total_people_one_dose,30022
Total_people_complete,26574
Total_doses_ordered,37560
total_pouluation,55159
Male-65 years and older,5971
Male-55-64 years,2680
Male-45-54 years,1669
Male-20-44 years,3336
Male-Less than 20 years,817
Female-65 years and older,6328
Female-55-64 years,2988
Female-45-54 years,1759
Female-20-44 years,3459
Female-Less than 20 years,953
"Black or African American, non-Hispanic",100
"Asian or Pacific Islander, non-Hispanic",262
Hispanic or Latino,1383
Other Race,4976
Unknown,5500
"American Indian or Alaska Native, non-Hispanic",6130
"White, non-Hispanic",11671
