Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7479457,34239,154556,124686,22977,9079,55039,18085,3204860,161916,78968,328962,980837,72526,195752,224345
Total_people_complete,3602568,12737,76113,61493,11326,4430,26574,8882,1578905,77018,37690,166552,487574,36263,93912,107205
Total_doses_ordered,5346480,16800,97548,90990,21350,10850,37560,19000,1659789,133190,44200,199932,626302,49312,172400,149958
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4082567,19165,84724,69808,12868,5247,30022,9973,1821435,92417,44432,187951,549402,40438,111883,126541
Male-65 years and older,527167,1985,7922,10868,1700,569,5971,3170,186161,21998,7053,30338,74034,3649,24325,16152
Male-55-64 years,304824,1335,6132,5268,1035,619,2680,700,131240,8681,3669,14205,37617,2670,8719,9080
Male-45-54 years,268472,1057,5550,3882,932,536,1669,339,132006,4511,2618,13357,32854,3121,5122,8077
Male-20-44 years,642048,2591,16872,10123,2187,1134,3336,598,310355,7622,5504,31900,81858,8002,10087,23773
Male-Less than 20 years,171207,2557,3328,2871,475,103,817,168,86930,1411,3131,6314,22433,2708,2189,5959
Female-65 years and older,649631,2098,8997,12876,2142,538,6328,3068,240761,24530,7749,34794,97408,4420,30337,18260
Female-55-64 years,350443,1460,6840,6349,1185,429,2988,865,151054,10092,3926,15072,46340,2703,11145,9541
Female-45-54 years,293144,1058,5653,4433,845,390,1759,363,145755,4811,2623,11958,38440,2966,5970,8297
Female-20-44 years,676515,2377,19327,10125,1814,836,3459,503,336017,7082,4876,23165,93642,7393,10237,20646
Female-Less than 20 years,179524,2637,4017,2921,542,90,953,177,89297,1518,3248,6254,23815,2736,2439,6347
"Black or African American, non-Hispanic",112740,293,634,1326,75,47,100,33,70963,658,228,5441,10878,35,618,740
"American Indian or Alaska Native, non-Hispanic",121624,11086,17731,334,1107,98,6130,228,38945,963,15681,9011,11679,19,1147,1648
"Asian or Pacific Islander, non-Hispanic",152009,172,1288,1328,65,51,262,78,83622,1338,425,3365,13808,99,1470,765
Unknown,437943,1043,17045,9374,4069,485,5500,2670,178708,15569,2251,37880,84511,2368,27617,33942
Other Race,686033,1306,9809,10587,982,144,4976,1148,279515,16230,8473,20230,69934,2064,17217,11269
Hispanic or Latino,699905,1913,6144,17022,2115,2279,1383,1096,337555,6696,2329,30118,132220,30951,7177,55442
"White, non-Hispanic",1872313,3352,32073,29837,4455,2143,11671,4720,832127,50963,15045,81906,226372,4902,56637,22735
