Category,Cochise
Total_doses_administered,124686
Total_people_one_dose,69808
Total_people_complete,61493
Total_doses_ordered,90990
total_pouluation,130808
Male-65 years and older,10868
Male-55-64 years,5268
Male-45-54 years,3882
Male-20-44 years,10123
Male-Less than 20 years,2871
Female-65 years and older,12876
Female-55-64 years,6349
Female-45-54 years,4433
Female-20-44 years,10125
Female-Less than 20 years,2921
"American Indian or Alaska Native, non-Hispanic",334
"Black or African American, non-Hispanic",1326
"Asian or Pacific Islander, non-Hispanic",1328
Unknown,9374
Other Race,10587
Hispanic or Latino,17022
"White, non-Hispanic",29837
