Category,Coconino
Total_doses_administered,154556
Total_people_one_dose,84724
Total_people_complete,76113
Total_doses_ordered,97548
total_pouluation,147275
Male-65 years and older,7922
Male-55-64 years,6132
Male-45-54 years,5550
Male-20-44 years,16872
Male-Less than 20 years,3328
Female-65 years and older,8997
Female-55-64 years,6840
Female-45-54 years,5653
Female-20-44 years,19327
Female-Less than 20 years,4017
"Black or African American, non-Hispanic",634
"Asian or Pacific Islander, non-Hispanic",1288
Hispanic or Latino,6144
Other Race,9809
Unknown,17045
"American Indian or Alaska Native, non-Hispanic",17731
"White, non-Hispanic",32073
