Category,Yavapai
Total_doses_administered,195752
Total_people_one_dose,111883
Total_people_complete,93912
Total_doses_ordered,172400
total_pouluation,232386
Male-65 years and older,24325
Male-55-64 years,8719
Male-45-54 years,5122
Male-20-44 years,10087
Male-Less than 20 years,2189
Female-65 years and older,30337
Female-55-64 years,11145
Female-45-54 years,5970
Female-20-44 years,10237
Female-Less than 20 years,2439
"Black or African American, non-Hispanic",618
"American Indian or Alaska Native, non-Hispanic",1147
"Asian or Pacific Islander, non-Hispanic",1470
Hispanic or Latino,7177
Other Race,17217
Unknown,27617
"White, non-Hispanic",56637
