Category,Santa Cruz
Total_doses_administered,72140
Total_people_one_dose,40284
Total_people_complete,36066
Total_doses_ordered,49312
total_pouluation,53161
Male-65 years and older,3641
Male-55-64 years,2663
Male-45-54 years,3112
Male-20-44 years,7980
Male-Less than 20 years,2683
Female-65 years and older,4417
Female-55-64 years,2695
Female-45-54 years,2958
Female-20-44 years,7368
Female-Less than 20 years,2697
"American Indian or Alaska Native, non-Hispanic",19
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",99
Other Race,2059
Unknown,2362
"White, non-Hispanic",4885
Hispanic or Latino,30825
