Category,Navajo
Total_doses_administered,78592
Total_people_one_dose,44256
Total_people_complete,37506
Total_doses_ordered,44200
total_pouluation,112825
Male-65 years and older,7031
Male-55-64 years,3659
Male-45-54 years,2601
Male-20-44 years,5467
Male-Less than 20 years,3122
Female-65 years and older,7721
Female-55-64 years,3922
Female-45-54 years,2612
Female-20-44 years,4844
Female-Less than 20 years,3243
"Black or African American, non-Hispanic",228
"Asian or Pacific Islander, non-Hispanic",424
Unknown,2249
Hispanic or Latino,2311
Other Race,8454
"White, non-Hispanic",14937
"American Indian or Alaska Native, non-Hispanic",15653
