Category,Pinal
Total_doses_administered,326146
Total_people_one_dose,186710
Total_people_complete,165199
Total_doses_ordered,199932
total_pouluation,455210
Male-65 years and older,30268
Male-55-64 years,14125
Male-45-54 years,13272
Male-20-44 years,31551
Male-Less than 20 years,6249
Female-65 years and older,34714
Female-55-64 years,15020
Female-45-54 years,11877
Female-20-44 years,22876
Female-Less than 20 years,6164
"Asian or Pacific Islander, non-Hispanic",3340
"Black or African American, non-Hispanic",5390
"American Indian or Alaska Native, non-Hispanic",8949
Other Race,20091
Hispanic or Latino,29854
Unknown,37718
"White, non-Hispanic",81368
