Category,Yavapai
Total_doses_administered,194659
Total_people_one_dose,111367
Total_people_complete,93403
Total_doses_ordered,172400
total_pouluation,232386
Male-65 years and older,24261
Male-55-64 years,8684
Male-45-54 years,5096
Male-20-44 years,9996
Male-Less than 20 years,2161
Female-65 years and older,30272
Female-55-64 years,11097
Female-45-54 years,5942
Female-20-44 years,10142
Female-Less than 20 years,2403
"Black or African American, non-Hispanic",616
"American Indian or Alaska Native, non-Hispanic",1134
"Asian or Pacific Islander, non-Hispanic",1458
Hispanic or Latino,7119
Other Race,17130
Unknown,27553
"White, non-Hispanic",56357
