Category,Santa Cruz
Total_doses_administered,63352
Total_people_one_dose,34897
Total_people_complete,31561
Total_doses_ordered,48042
total_pouluation,53161
Male-65 years and older,3511
Male-55-64 years,2500
Male-45-54 years,2849
Male-20-44 years,6656
Male-Less than 20 years,1911
Female-65 years and older,4244
Female-55-64 years,2549
Female-45-54 years,2685
Female-20-44 years,6003
Female-Less than 20 years,1923
"American Indian or Alaska Native, non-Hispanic",0.000401180617245
"Black or African American, non-Hispanic",0.0006877382009915
"Asian or Pacific Islander, non-Hispanic",0.0026076740120927
Other Race,0.0526979396509729
Unknown,0.061982405364358
"White, non-Hispanic",0.1310141272888787
Hispanic or Latino,0.7506089348654612
