Category,Pinal
Total_doses_administered,281667
Total_people_one_dose,158627
Total_people_complete,140534
Total_doses_ordered,196465
total_pouluation,455210
Male-65 years and older,28893
Male-55-64 years,12700
Male-45-54 years,11157
Male-20-44 years,23253
Male-Less than 20 years,3430
Female-65 years and older,33178
Female-55-64 years,13768
Female-45-54 years,10101
Female-20-44 years,17871
Female-Less than 20 years,3689
"Asian or Pacific Islander, non-Hispanic",0.0182881854917511
"Black or African American, non-Hispanic",0.0260863535211534
"American Indian or Alaska Native, non-Hispanic",0.0473248564241901
Other Race,0.109142831926469
Hispanic or Latino,0.1493881873829802
Unknown,0.2003442036979833
"White, non-Hispanic",0.4494253815554729
