Category,Yavapai
Total_doses_administered,216115
Total_people_one_dose,111419
Total_people_complete,95479
total_pouluation,111419
Male-65 years and older,24711
Male-55-64 years,8829
Male-45-54 years,4829
Male-20-44 years,9700
Male-Less than 20 years,2261
Female-65 years and older,30508
Female-55-64 years,11235
Female-45-54 years,5758
Female-20-44 years,9865
Female-Less than 20 years,2575
"Black or African American, non-Hispanic",494
"American Indian or Alaska Native, non-Hispanic",1258
"Asian or Pacific Islander, non-Hispanic",1272
Hispanic or Latino,7436
Other Race,17328
Unknown,23932
"White, non-Hispanic",59699
