Category,Arizona
Total_doses_administered,8524370
Total_people_complete,391992
total_pouluation,7189020
Total_people_one_dose,4316616
Male-65 years and older,541629
Male-55-64 years,315109
Male-45-54 years,284498
Male-20-44 years,700772
Male-Less than 20 years,192499
Female-65 years and older,662448
Female-55-64 years,359416
Female-45-54 years,307504
Female-20-44 years,731964
Female-Less than 20 years,201132
"Black or African American, non-Hispanic",123195
"Asian or Pacific Islander, non-Hispanic",156136
"American Indian or Alaska Native, non-Hispanic",164727
Unknown,470953
Other Race,684937
Hispanic or Latino,769587
"White, non-Hispanic",1947081
