Category,Navajo
Total_doses_administered,86666
Total_people_one_dose,44656
Total_people_complete,38650
total_pouluation,44656
Male-65 years and older,7014
Male-55-64 years,3416
Male-45-54 years,2520
Male-20-44 years,5408
Male-Less than 20 years,3255
Female-65 years and older,7920
Female-55-64 years,3911
Female-45-54 years,2523
Female-20-44 years,5242
Female-Less than 20 years,3412
"Black or African American, non-Hispanic",189
"Asian or Pacific Islander, non-Hispanic",359
Hispanic or Latino,2288
Unknown,2699
Other Race,7649
"White, non-Hispanic",14112
"American Indian or Alaska Native, non-Hispanic",17360
