Category,Yuma
Total_doses_administered,269044
Total_people_one_dose,140324
Total_people_complete,122660
total_pouluation,140324
Male-65 years and older,15124
Male-55-64 years,9877
Male-45-54 years,8795
Male-20-44 years,26360
Male-Less than 20 years,8292
Female-65 years and older,17595
Female-55-64 years,10495
Female-45-54 years,9635
Female-20-44 years,24822
Female-Less than 20 years,8814
"Black or African American, non-Hispanic",709
"American Indian or Alaska Native, non-Hispanic",1062
"Asian or Pacific Islander, non-Hispanic",1072
Other Race,15859
"White, non-Hispanic",29097
Unknown,30100
Hispanic or Latino,62425
