Category,Coconino
Total_doses_administered,177647
Total_people_one_dose,88150
Total_people_complete,79931
total_pouluation,88150
Male-65 years and older,9103
Male-55-64 years,6132
Male-45-54 years,5601
Male-20-44 years,16459
Male-Less than 20 years,4285
Female-65 years and older,10287
Female-55-64 years,6950
Female-45-54 years,5713
Female-20-44 years,18757
Female-Less than 20 years,4604
"Black or African American, non-Hispanic",682
"Asian or Pacific Islander, non-Hispanic",1433
Hispanic or Latino,6414
Other Race,10248
Unknown,15038
"American Indian or Alaska Native, non-Hispanic",19297
"White, non-Hispanic",35038
