Category,Apache
Total_doses_administered,40644
Total_people_one_dose,22104
Total_people_complete,16895
total_pouluation,22104
Male-65 years and older,2344
Male-55-64 years,1615
Male-45-54 years,1228
Male-20-44 years,2892
Male-Less than 20 years,2722
Female-65 years and older,2774
Female-55-64 years,1748
Female-45-54 years,1251
Female-20-44 years,2718
Female-Less than 20 years,2804
"Black or African American, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",112
Hispanic or Latino,497
Other Race,1245
Unknown,1510
"White, non-Hispanic",3292
"American Indian or Alaska Native, non-Hispanic",15400
