Category,value
Hospitalizations,81600
Day,
Day_pct,
Apache,1112
Cochise,938
Coconino,1691
Gila,872
Graham,414
Greenlee,61
La Paz,319
Maricopa,51370
Mohave,2735
Navajo,2113
Pima,8896
Pinal,5390
Santa Cruz,628
Yavapai,2526
Yuma,2535
0_5,
Less than 20 years,3058
20-44 years,17369
45-54 years,11555
55-64 years,14998
65 years and older,34578
Male,42833
Female,38725
Missing,
"White, non-Hispanic",39267
Hispanic or Latino,25533
"American Indian or Alaska Native, non-Hispanic",5807
"Black or African American, non-Hispanic",4020
"Asian or Pacific Islander, non-Hispanic",1356
Other Race,3535
