Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7078349,31920,149061,118937,21033,8449,51671,17568,2975140,153318,74521,308369,930484,68735,187684,209406
Total_people_complete,3423209,11698,73493,58717,10389,4231,25444,8626,1461795,72721,35879,155274,463884,34565,90141,100865
Total_doses_ordered,5275110,16600,97508,89070,19700,10040,36740,19050,1598808,128270,41410,197908,617012,49212,168620,144368
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3899203,17949,82017,67069,11725,4808,28890,9676,1704037,88301,41916,176705,524545,38526,107713,119193
Male-65 years and older,514967,1914,7672,10669,1640,551,5855,3125,179085,21443,6782,29784,72526,3588,23822,15877
Male-55-64 years,295945,1271,5979,5152,979,598,2626,693,125515,8350,3505,13642,36427,2612,8429,8814
Male-45-54 years,256134,980,5402,3730,856,485,1607,319,123697,4246,2470,12561,31315,3007,4864,7737
Male-20-44 years,601489,2341,16241,9576,1995,1027,3111,524,284480,6987,5214,28316,76328,7534,9427,22284
Male-Less than 20 years,153960,2416,3093,2534,337,49,719,143,76181,1174,2775,5331,19963,2426,1909,4714
Female-65 years and older,635421,2020,8770,12616,2065,526,6214,3030,232439,23895,7460,34146,95617,4338,29768,17958
Female-55-64 years,341096,1391,6709,6189,1121,413,2906,849,144882,9736,3753,14573,45110,2663,10792,9265
Female-45-54 years,281498,968,5537,4301,768,365,1710,351,137727,4500,2501,11312,37097,2871,5666,7989
Female-20-44 years,636553,2137,18724,9591,1562,745,3232,461,309355,6498,4539,21038,88045,6951,9569,19175
Female-Less than 20 years,162729,2501,3810,2619,391,46,850,161,78901,1316,2883,5410,21182,2467,2157,5019
"Black or African American, non-Hispanic",105516,271,586,1246,70,46,94,30,65296,603,216,4996,10139,34,542,663
"American Indian or Alaska Native, non-Hispanic",114610,10438,17102,317,982,84,5751,200,36101,893,14871,8497,10929,16,1065,1553
"Asian or Pacific Islander, non-Hispanic",147632,163,1213,1291,61,48,257,73,80257,1270,401,3202,13287,98,1407,715
Unknown,422778,994,16904,8974,3773,387,5404,2637,169041,14990,2108,35645,84007,2337,27208,33361
Hispanic or Latino,648007,1755,5717,16225,1927,2120,1299,1007,306685,6148,2185,27768,122807,29263,6651,51001
Other Race,658032,1202,9489,10177,907,130,4800,1103,260981,15773,8092,18867,66188,2014,16472,10484
"White, non-Hispanic",1802628,3126,31006,28839,4005,1993,11285,4626,785676,48624,14043,77730,217188,4764,54368,21416
