Category,Gila
Total_doses_administered,51671
Total_people_one_dose,28890
Total_people_complete,25444
Total_doses_ordered,36740
total_pouluation,55159
Male-65 years and older,5855
Male-55-64 years,2626
Male-45-54 years,1607
Male-20-44 years,3111
Male-Less than 20 years,719
Female-65 years and older,6214
Female-55-64 years,2906
Female-45-54 years,1710
Female-20-44 years,3232
Female-Less than 20 years,850
"Black or African American, non-Hispanic",94
"Asian or Pacific Islander, non-Hispanic",257
Hispanic or Latino,1299
Other Race,4800
Unknown,5404
"American Indian or Alaska Native, non-Hispanic",5751
"White, non-Hispanic",11285
