Category,Santa Cruz
Total_doses_administered,68735
Total_people_one_dose,38526
Total_people_complete,34565
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3588
Male-55-64 years,2612
Male-45-54 years,3007
Male-20-44 years,7534
Male-Less than 20 years,2426
Female-65 years and older,4338
Female-55-64 years,2663
Female-45-54 years,2871
Female-20-44 years,6951
Female-Less than 20 years,2467
"American Indian or Alaska Native, non-Hispanic",16
"Black or African American, non-Hispanic",34
"Asian or Pacific Islander, non-Hispanic",98
Other Race,2014
Unknown,2337
"White, non-Hispanic",4764
Hispanic or Latino,29263
