Category,Graham
Total_doses_administered,39504
Total_people_one_dose,19933
Total_people_complete,18031
total_pouluation,19933
Male-65 years and older,2349
Male-55-64 years,1549
Male-45-54 years,1402
Male-20-44 years,3456
Male-Less than 20 years,861
Female-65 years and older,2837
Female-55-64 years,1690
Female-45-54 years,1369
Female-20-44 years,3446
Female-Less than 20 years,962
"Asian or Pacific Islander, non-Hispanic",80
"Black or African American, non-Hispanic",82
Other Race,1257
Hispanic or Latino,3514
Unknown,3927
"American Indian or Alaska Native, non-Hispanic",4867
"White, non-Hispanic",6206
