Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8584371,41064,179435,141463,39504,8232,50099,15866,5033166,165013,87225,464103,1380767,93022,217810,271060
Total_people_complete,396542,16943,80036,64636,18031,3655,22473,7306,2253061,73949,38702,213548,613736,42994,95662,122875
total_pouluation,7189020,22313,88580,73599,19933,4125,25064,8300,2506639,85616,44815,237993,680252,48587,111718,141388
Total_people_one_dose,4336068,22313,88580,73599,19933,4125,25064,8300,2506639,85616,44815,237993,680252,48587,111718,141388
Male-65 years and older,543071,2361,9118,10724,2349,502,5644,2283,277975,19854,7040,35545,88955,4463,24786,15174
Male-55-64 years,315771,1618,6145,5211,1549,370,2185,587,183211,7893,3417,17783,46486,3086,8843,9907
Male-45-54 years,285200,1241,5614,4051,1402,316,1224,310,177326,4090,2528,16253,39898,3227,4838,8804
Male-20-44 years,703059,2916,16504,10964,3456,764,2316,631,421361,7104,5424,36371,106413,8633,9739,26476
Male-Less than 20 years,196836,2762,4413,3671,861,147,582,267,114630,1477,3279,9871,31087,3934,2272,8617
Female-65 years and older,664021,2805,10307,12698,2837,504,6068,2327,347932,22268,7933,41104,114942,5361,30588,17637
Female-55-64 years,360180,1759,6971,6254,1690,316,2539,692,206617,9262,3929,20084,55861,3334,11243,10515
Female-45-54 years,308300,1261,5720,4558,1369,318,1369,356,192932,4636,2530,16566,45417,3456,5774,9665
Female-20-44 years,734496,2745,18800,11492,3446,730,2435,558,451649,7178,5266,33796,116906,8697,9903,24946
Female-Less than 20 years,205478,2837,4729,3878,962,156,644,272,118579,1680,3434,9875,32849,4330,2584,9130
"Black or African American, non-Hispanic",130411,45,727,1450,82,44,87,36,95750,569,191,8577,15201,51,513,768
"Asian or Pacific Islander, non-Hispanic",163272,101,1451,1380,80,41,192,86,124192,1257,325,4800,20225,176,1319,1120
"American Indian or Alaska Native, non-Hispanic",172581,16167,20648,332,4867,110,2485,419,47999,673,18555,8694,14082,53,1342,1108
Unknown,394938,1025,12966,8551,3927,283,4531,1700,164042,11145,1997,28205,64857,2655,19506,27203
Other Race,639019,1016,8251,11345,1257,80,3939,1104,414698,13883,6066,29938,86471,3354,16480,16640
Hispanic or Latino,775275,501,6467,18897,3514,1842,1350,1216,407944,6621,2299,37672,157380,35199,7463,63147
"White, non-Hispanic",2060572,3458,38070,31644,6206,1725,12480,3739,1252014,51468,15382,120107,322036,7099,65095,31402
