Category,Apache
Total_doses_administered,41064
Total_people_one_dose,22313
Total_people_complete,16943
total_pouluation,22313
Male-65 years and older,2361
Male-55-64 years,1618
Male-45-54 years,1241
Male-20-44 years,2916
Male-Less than 20 years,2762
Female-65 years and older,2805
Female-55-64 years,1759
Female-45-54 years,1261
Female-20-44 years,2745
Female-Less than 20 years,2837
"Black or African American, non-Hispanic",45
"Asian or Pacific Islander, non-Hispanic",101
Hispanic or Latino,501
Other Race,1016
Unknown,1025
"White, non-Hispanic",3458
"American Indian or Alaska Native, non-Hispanic",16167
