Category,Cochise
Total_doses_administered,141463
Total_people_one_dose,73599
Total_people_complete,64636
total_pouluation,73599
Male-65 years and older,10724
Male-55-64 years,5211
Male-45-54 years,4051
Male-20-44 years,10964
Male-Less than 20 years,3671
Female-65 years and older,12698
Female-55-64 years,6254
Female-45-54 years,4558
Female-20-44 years,11492
Female-Less than 20 years,3878
"American Indian or Alaska Native, non-Hispanic",332
"Asian or Pacific Islander, non-Hispanic",1380
"Black or African American, non-Hispanic",1450
Unknown,8551
Other Race,11345
Hispanic or Latino,18897
"White, non-Hispanic",31644
