Category,La Paz
Total_doses_administered,15866
Total_people_one_dose,8300
Total_people_complete,7306
total_pouluation,8300
Male-65 years and older,2283
Male-55-64 years,587
Male-45-54 years,310
Male-20-44 years,631
Male-Less than 20 years,267
Female-65 years and older,2327
Female-55-64 years,692
Female-45-54 years,356
Female-20-44 years,558
Female-Less than 20 years,272
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",86
"American Indian or Alaska Native, non-Hispanic",419
Other Race,1104
Hispanic or Latino,1216
Unknown,1700
"White, non-Hispanic",3739
