Category,La Paz
Total_doses_administered,16922
Total_people_one_dose,9223
Total_people_complete,8370
Total_doses_ordered,18600
total_pouluation,22085
Male-65 years and older,3060
Male-55-64 years,662
Male-45-54 years,292
Male-20-44 years,458
Male-Less than 20 years,102
Female-65 years and older,2960
Female-55-64 years,823
Female-45-54 years,328
Female-20-44 years,420
Female-Less than 20 years,104
"Black or African American, non-Hispanic",0.0026021901767321
"Asian or Pacific Islander, non-Hispanic",0.0073728721674076
"American Indian or Alaska Native, non-Hispanic",0.0170226607394557
Hispanic or Latino,0.098774802125122
Other Race,0.11341212186924
Unknown,0.2749647620080235
"White, non-Hispanic",0.4858505909140194
