Category,Yuma
Total_doses_administered,267494
Total_people_one_dose,139821
Total_people_complete,122478
total_pouluation,139821
Male-65 years and older,15081
Male-55-64 years,9842
Male-45-54 years,8779
Male-20-44 years,26294
Male-Less than 20 years,8215
Female-65 years and older,17548
Female-55-64 years,10472
Female-45-54 years,9617
Female-20-44 years,24725
Female-Less than 20 years,8733
"Black or African American, non-Hispanic",706
"American Indian or Alaska Native, non-Hispanic",1062
"Asian or Pacific Islander, non-Hispanic",1068
Other Race,15757
"White, non-Hispanic",28948
Unknown,30140
Hispanic or Latino,62140
