Category,Santa Cruz
Total_doses_administered,91861
Total_people_one_dose,47985
Total_people_complete,42849
total_pouluation,47985
Male-65 years and older,4442
Male-55-64 years,3066
Male-45-54 years,3210
Male-20-44 years,8578
Male-Less than 20 years,3809
Female-65 years and older,5338
Female-55-64 years,3315
Female-45-54 years,3406
Female-20-44 years,8576
Female-Less than 20 years,4179
"American Indian or Alaska Native, non-Hispanic",48
"Black or African American, non-Hispanic",51
"Asian or Pacific Islander, non-Hispanic",176
Unknown,2950
Other Race,3156
"White, non-Hispanic",6818
Hispanic or Latino,34786
