Category,Arizona
Total_doses_administered,8477365
Total_people_complete,388769
total_pouluation,7189020
Total_people_one_dose,4305893
Male-65 years and older,540192
Male-55-64 years,314530
Male-45-54 years,283895
Male-20-44 years,698939
Male-Less than 20 years,191846
Female-65 years and older,660969
Female-55-64 years,358777
Female-45-54 years,306861
Female-20-44 years,729816
Female-Less than 20 years,200426
"Black or African American, non-Hispanic",122692
"Asian or Pacific Islander, non-Hispanic",155734
"American Indian or Alaska Native, non-Hispanic",164084
Unknown,472032
Other Race,684271
Hispanic or Latino,766743
"White, non-Hispanic",1940337
