Category,Yavapai
Total_doses_administered,214123
Total_people_one_dose,111084
Total_people_complete,95263
total_pouluation,111084
Male-65 years and older,24621
Male-55-64 years,8804
Male-45-54 years,4822
Male-20-44 years,9668
Male-Less than 20 years,2257
Female-65 years and older,30427
Female-55-64 years,11211
Female-45-54 years,5744
Female-20-44 years,9819
Female-Less than 20 years,2563
"Black or African American, non-Hispanic",494
"American Indian or Alaska Native, non-Hispanic",1246
"Asian or Pacific Islander, non-Hispanic",1269
Hispanic or Latino,7404
Other Race,17267
Unknown,24127
"White, non-Hispanic",59277
