Category,Santa Cruz
Total_doses_administered,100060
Total_people_one_dose,52671
Total_people_complete,43361
total_pouluation,52671
Male-65 years and older,4560
Male-55-64 years,3167
Male-45-54 years,3304
Male-20-44 years,8811
Male-Less than 20 years,5453
Female-65 years and older,5503
Female-55-64 years,3434
Female-45-54 years,3560
Female-20-44 years,9049
Female-Less than 20 years,5753
"Black or African American, non-Hispanic",54
"American Indian or Alaska Native, non-Hispanic",56
"Asian or Pacific Islander, non-Hispanic",183
Unknown,3378
Other Race,3399
"White, non-Hispanic",7326
Hispanic or Latino,38275
