Category,Yavapai
Total_doses_administered,229129
Total_people_one_dose,114200
Total_people_complete,96896
total_pouluation,114200
Male-65 years and older,25271
Male-55-64 years,8953
Male-45-54 years,4911
Male-20-44 years,9923
Male-Less than 20 years,2676
Female-65 years and older,31004
Female-55-64 years,11375
Female-45-54 years,5869
Female-20-44 years,10119
Female-Less than 20 years,2951
"Black or African American, non-Hispanic",527
"Asian or Pacific Islander, non-Hispanic",1366
"American Indian or Alaska Native, non-Hispanic",1378
Hispanic or Latino,7752
Other Race,16800
Unknown,19398
"White, non-Hispanic",66979
