date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,20839,22914,21083,18363,13084,179,154.0,143.0,182,217.0,247.0,3.0,635.0,738.0,575.0,443,359.0,3.0,334.0,322,276.0,283,208,2.0,176.0,184.0,162.0,190.0,245.0,5.0,15.0,18.0,26.0,21.0,36.0,,159,151.0,165.0,210.0,202.0,5.0,11.0,7.0,20.0,15.0,16.0,,11675,12989,12206,9805,5952,100,294.0,382.0,436.0,498.0,359,7.0,224.0,276.0,297.0,345.0,919.0,6.0,638,989,940,759.0,538,5.0,4318,4493,3766,3546,2364,25.0,311.0,412.0,436.0,642.0,432,8.0,110.0,96.0,57,68.0,58.0,1.0,931,872,647,484.0,238,5.0
1/10/2021,34369,35132,33257,30122,30363,406,192.0,193.0,255,336.0,684.0,10.0,1147.0,1155.0,949.0,797,718.0,13.0,454.0,459,386.0,392,644,5.0,271.0,304.0,300.0,314.0,528.0,6.0,22.0,23.0,38.0,34.0,88.0,1.0,306,339.0,412.0,532.0,1027.0,15.0,28.0,19.0,41.0,38.0,32.0,,19871,20006,19056,15957,11685,202,444.0,550.0,647.0,745.0,829,11.0,374.0,465.0,497.0,590.0,2192.0,31.0,1177,1723,1736,1479.0,2296,13.0,6589,6487,5644,5481,4963,57.0,565.0,700.0,801.0,1119.0,960,12.0,265.0,214.0,159,163.0,190.0,4.0,1273,1212,936,716.0,515,8.0
1/11/2021,36283,36943,35222,31807,34243,462,196.0,200.0,265,351.0,789.0,11.0,1218.0,1239.0,1027.0,849,786.0,14.0,466.0,474,408.0,409,842,5.0,278.0,316.0,308.0,328.0,575.0,6.0,22.0,23.0,38.0,34.0,88.0,1.0,320,356.0,430.0,564.0,1104.0,15.0,28.0,19.0,41.0,39.0,35.0,,21106,21113,20278,16931,13507,234,461.0,564.0,678.0,783.0,928,11.0,410.0,512.0,563.0,641.0,2376.0,34.0,1225,1806,1821,1546.0,2476,18.0,6901,6765,5914,5767,5356,68.0,574.0,708.0,810.0,1135.0,988,13.0,281.0,235.0,185,180.0,206.0,4.0,1333,1300,1001,753.0,858,8.0
1/12/2021,39060,39619,38023,34353,41902,557,205.0,211.0,279,381.0,918.0,11.0,1325.0,1324.0,1100.0,933,985.0,15.0,472.0,480,414.0,419,1058,6.0,287.0,323.0,322.0,356.0,641.0,9.0,25.0,29.0,43.0,40.0,105.0,1.0,328,360.0,439.0,579.0,1139.0,15.0,28.0,19.0,42.0,39.0,41.0,,23089,23082,22296,18613,18303,313,481.0,587.0,707.0,831.0,1091,11.0,437.0,539.0,623.0,710.0,2600.0,35.0,1315,1920,1944,1646.0,2757,18.0,7228,7026,6180,6030,5882,76.0,593.0,732.0,840.0,1182.0,1078,13.0,301.0,251.0,208,207.0,251.0,4.0,1395,1369,1077,806.0,1182,9.0
1/13/2021,41804,42531,41150,37072,50767,639,208.0,223.0,302,413.0,1016.0,13.0,1386.0,1389.0,1181.0,1008,1245.0,16.0,491.0,513,436.0,444,1371,6.0,298.0,332.0,334.0,373.0,739.0,9.0,28.0,35.0,44.0,43.0,133.0,1.0,333,366.0,449.0,586.0,1176.0,15.0,56.0,47.0,79.0,82.0,65.0,,25100,25200,24514,20282,23844,377,499.0,618.0,747.0,879.0,1259,12.0,455.0,562.0,647.0,780.0,2766.0,36.0,1425,2058,2094,1822.0,3166,21.0,7444,7264,6423,6279,6338,84.0,637.0,780.0,927.0,1275.0,1264,14.0,310.0,260.0,215,217.0,419.0,4.0,1480,1443,1153,868.0,1518,9.0
1/14/2021,44537,45572,44393,40097,60247,702,225.0,246.0,322,468.0,1258.0,16.0,1486.0,1476.0,1274.0,1095,1517.0,16.0,496.0,521,449.0,455,1621,6.0,314.0,363.0,360.0,420.0,864.0,10.0,36.0,42.0,59.0,66.0,143.0,1.0,343,381.0,468.0,618.0,1321.0,15.0,57.0,47.0,79.0,83.0,70.0,1.0,27036,27323,26787,22189,29851,416,533.0,648.0,795.0,946.0,1461,13.0,487.0,608.0,685.0,866.0,2973.0,44.0,1524,2240,2253,1971.0,3690,22.0,7748,7573,6742,6574,6771,89.0,670.0,825.0,982.0,1347.0,1378,16.0,321.0,272.0,224,228.0,581.0,4.0,1499,1462,1181,892.0,1606,9.0
1/15/2021,47994,48804,47781,43228,69549,803,233.0,250.0,339,496.0,1346.0,21.0,1600.0,1570.0,1355.0,1186,2264.0,17.0,501.0,528,459.0,465,2047,6.0,423.0,478.0,467.0,547.0,993.0,27.0,39.0,43.0,63.0,68.0,148.0,1.0,400,426.0,510.0,672.0,1357.0,21.0,59.0,47.0,79.0,83.0,73.0,1.0,29234,29331,28908,23968,34741,475,558.0,692.0,832.0,1014.0,1695,14.0,519.0,653.0,741.0,947.0,3220.0,45.0,1644,2398,2432,2105.0,4069,23.0,8365,8147,7322,7141,8095,97.0,685.0,836.0,994.0,1367.0,1426,16.0,338.0,285.0,235,237.0,747.0,4.0,1528,1477,1201,921.0,1696,9.0
1/16/2021,49769,50379,49462,44848,74959,845,233.0,250.0,340,499.0,1360.0,21.0,1611.0,1586.0,1370.0,1210,2367.0,17.0,516.0,534,467.0,477,2404,6.0,426.0,478.0,468.0,547.0,1048.0,27.0,39.0,43.0,63.0,68.0,149.0,1.0,400,427.0,511.0,673.0,1359.0,21.0,59.0,48.0,79.0,84.0,74.0,1.0,30593,30526,30178,25145,37914,507,569.0,709.0,848.0,1054.0,1963,15.0,523.0,654.0,742.0,949.0,3228.0,45.0,1703,2487,2533,2195.0,4686,26.0,8605,8341,7507,7304,8375,100.0,706.0,868.0,1038.0,1414.0,1572,18.0,344.0,287.0,235,237.0,752.0,4.0,1532,1478,1205,922.0,1701,9.0
1/17/2021,50865,51399,50535,45937,78457,875,233.0,250.0,341,499.0,1360.0,21.0,1617.0,1594.0,1378.0,1214,2374.0,17.0,519.0,535,470.0,478,2418,6.0,427.0,478.0,468.0,547.0,1050.0,27.0,39.0,43.0,63.0,68.0,149.0,1.0,400,427.0,511.0,673.0,1362.0,21.0,59.0,48.0,79.0,85.0,75.0,1.0,31553,31425,31138,26111,41051,532,570.0,712.0,848.0,1057.0,1987,15.0,525.0,655.0,742.0,950.0,3230.0,45.0,1722,2519,2575,2231.0,4741,26.0,8687,8400,7553,7361,8511,103.0,708.0,870.0,1041.0,1419.0,1588,19.0,345.0,288.0,235,239.0,756.0,4.0,1534,1481,1206,923.0,1705,9.0
1/18/2021,52514,52916,52284,47678,86490,911,240.0,257.0,353,509.0,1387.0,21.0,1685.0,1667.0,1433.0,1268,2438.0,18.0,522.0,540,477.0,487,2595,6.0,440.0,482.0,482.0,559.0,1128.0,27.0,42.0,44.0,64.0,72.0,156.0,1.0,403,435.0,515.0,698.0,1429.0,21.0,60.0,49.0,80.0,87.0,82.0,1.0,32597,32357,32290,27229,46224,559,588.0,729.0,874.0,1091.0,2220,16.0,538.0,666.0,771.0,977.0,3254.0,45.0,1787,2632,2646,2324.0,4962,27.0,9031,8707,7874,7652,10085,108.0,715.0,873.0,1054.0,1439.0,1738,20.0,347.0,293.0,237,243.0,763.0,4.0,1542,1488,1215,927.0,1723,9.0
