Category,Arizona
Total_doses_administered,8964056
Total_people_complete,425026
total_pouluation,7189020
Total_people_one_dose,4475172
Male-65 years and older,551476
Male-55-64 years,320443
Male-45-54 years,289489
Male-20-44 years,716014
Male-Less than 20 years,235514
Female-65 years and older,672983
Female-55-64 years,365317
Female-45-54 years,312664
Female-20-44 years,748515
Female-Less than 20 years,243029
"Black or African American, non-Hispanic",134640
"Asian or Pacific Islander, non-Hispanic",170028
"American Indian or Alaska Native, non-Hispanic",184115
Unknown,408849
Other Race,649290
Hispanic or Latino,816647
"White, non-Hispanic",2111603
