Category,Arizona
Total_doses_administered,6845695
Total_people_complete,3349896
Total_doses_ordered,5244710
total_pouluation,7189020
Total_people_one_dose,3758090
Male-65 years and older,508305
Male-55-64 years,288696
Male-45-54 years,246215
Male-20-44 years,570636
Male-Less than 20 years,138050
Female-65 years and older,627375
Female-55-64 years,334065
Female-45-54 years,271807
Female-20-44 years,605948
Female-Less than 20 years,147681
"Black or African American, non-Hispanic",100358
"American Indian or Alaska Native, non-Hispanic",101876
"Asian or Pacific Islander, non-Hispanic",144451
Unknown,408636
Hispanic or Latino,604883
Other Race,641360
"White, non-Hispanic",1756526
