Category,Maricopa
Total_doses_administered,2848421
Total_people_one_dose,1619429
Total_people_complete,1419068
Total_doses_ordered,1557479
total_pouluation,4367835
Male-65 years and older,175922
Male-55-64 years,121415
Male-45-54 years,117585
Male-20-44 years,265529
Male-Less than 20 years,66168
Female-65 years and older,228645
Female-55-64 years,140853
Female-45-54 years,131608
Female-20-44 years,290442
Female-Less than 20 years,69522
"American Indian or Alaska Native, non-Hispanic",34686
"Black or African American, non-Hispanic",61218
"Asian or Pacific Islander, non-Hispanic",77793
Unknown,159677
Other Race,249965
Hispanic or Latino,280973
"White, non-Hispanic",755117
