Category,Pinal
Total_doses_administered,297715
Total_people_one_dose,169259
Total_people_complete,151446
Total_doses_ordered,196653
total_pouluation,455210
Male-65 years and older,29434
Male-55-64 years,13264
Male-45-54 years,11963
Male-20-44 years,26481
Male-Less than 20 years,4530
Female-65 years and older,33782
Female-55-64 years,14238
Female-45-54 years,10773
Female-20-44 years,19517
Female-Less than 20 years,4685
"Asian or Pacific Islander, non-Hispanic",3103
"Black or African American, non-Hispanic",4660
"American Indian or Alaska Native, non-Hispanic",8112
Other Race,18008
Hispanic or Latino,25994
Unknown,34511
"White, non-Hispanic",74871
