Category,Yavapai
Total_doses_administered,183804
Total_people_one_dose,104913
Total_people_complete,88806
Total_doses_ordered,166400
total_pouluation,232386
Male-65 years and older,23554
Male-55-64 years,8224
Male-45-54 years,4661
Male-20-44 years,8961
Male-Less than 20 years,1729
Female-65 years and older,29384
Female-55-64 years,10584
Female-45-54 years,5448
Female-20-44 years,9124
Female-Less than 20 years,1934
"Black or African American, non-Hispanic",510
"American Indian or Alaska Native, non-Hispanic",1038
"Asian or Pacific Islander, non-Hispanic",1358
Hispanic or Latino,6242
Other Race,16126
Unknown,26772
"White, non-Hispanic",52867
