Category,Gila
Total_doses_administered,50447
Total_people_one_dose,28068
Total_people_complete,25027
Total_doses_ordered,36570
total_pouluation,55159
Male-65 years and older,5786
Male-55-64 years,2572
Male-45-54 years,1552
Male-20-44 years,2991
Male-Less than 20 years,603
Female-65 years and older,6140
Female-55-64 years,2870
Female-45-54 years,1667
Female-20-44 years,3114
Female-Less than 20 years,713
"Black or African American, non-Hispanic",92
"Asian or Pacific Islander, non-Hispanic",254
Hispanic or Latino,1234
Other Race,4705
Unknown,5287
"American Indian or Alaska Native, non-Hispanic",5449
"White, non-Hispanic",11047
