date,hospitalizations
2021-04-29,19
2021-04-28,19
2021-04-27,56
2021-04-26,53
2021-04-25,49
2021-04-24,43
2021-04-23,48
2021-04-22,52
2021-04-21,41
2021-04-20,56
2021-04-19,63
2021-04-18,34
2021-04-17,45
2021-04-16,43
2021-04-15,41
2021-04-14,53
2021-04-13,53
2021-04-12,51
2021-04-11,49
2021-04-10,52
2021-04-09,50
2021-04-08,49
2021-04-07,50
2021-04-06,47
2021-04-05,40
2021-04-04,38
2021-04-03,30
2021-04-02,38
2021-04-01,38
2021-03-31,48
2021-03-30,38
2021-03-29,49
2021-03-28,40
2021-03-27,41
2021-03-26,34
2021-03-25,37
2021-03-24,28
2021-03-23,42
2021-03-22,42
2021-03-21,44
2021-03-20,39
2021-03-19,44
2021-03-18,45
2021-03-17,45
2021-03-16,59
2021-03-15,63
2021-03-14,39
2021-03-13,45
2021-03-12,58
2021-03-11,35
2021-03-10,64
2021-03-09,74
2021-03-08,68
2021-03-07,51
2021-03-06,59
2021-03-05,63
2021-03-04,63
2021-03-03,62
2021-03-02,59
2021-03-01,69
2021-02-28,76
2021-02-27,67
2021-02-26,94
2021-02-25,99
2021-02-24,86
2021-02-23,99
2021-02-22,97
2021-02-21,95
2021-02-20,90
2021-02-19,105
2021-02-18,120
2021-02-17,111
2021-02-16,129
2021-02-15,137
2021-02-14,103
2021-02-13,126
2021-02-12,153
2021-02-11,164
2021-02-10,187
2021-02-09,173
2021-02-08,199
2021-02-07,150
2021-02-06,160
2021-02-05,200
2021-02-04,206
2021-02-03,251
2021-02-02,243
2021-02-01,286
2021-01-31,216
2021-01-30,257
2021-01-29,317
2021-01-28,266
2021-01-27,346
2021-01-26,349
2021-01-25,378
2021-01-24,310
2021-01-23,343
2021-01-22,357
2021-01-21,425
2021-01-20,410
2021-01-19,463
2021-01-18,438
2021-01-17,368
2021-01-16,425
2021-01-15,440
2021-01-14,465
2021-01-13,477
2021-01-12,478
2021-01-11,475
2021-01-10,444
2021-01-09,467
2021-01-08,574
2021-01-07,532
2021-01-06,505
2021-01-05,543
2021-01-04,555
2021-01-03,467
2021-01-02,505
2021-01-01,519
2020-12-31,482
2020-12-30,463
2020-12-29,491
2020-12-28,498
2020-12-27,464
2020-12-26,453
2020-12-25,414
2020-12-24,414
2020-12-23,469
2020-12-22,450
2020-12-21,512
2020-12-20,422
2020-12-19,412
2020-12-18,396
2020-12-17,428
2020-12-16,401
2020-12-15,426
2020-12-14,462
2020-12-13,319
2020-12-12,330
2020-12-11,329
2020-12-10,318
2020-12-09,404
2020-12-08,397
2020-12-07,464
2020-12-06,340
2020-12-05,319
2020-12-04,346
2020-12-03,315
2020-12-02,370
2020-12-01,349
2020-11-30,333
2020-11-29,293
