Category,Navajo
Total_doses_administered,43234
Total_people_one_dose,25740
Total_people_complete,19721
Total_doses_ordered,37000
total_pouluation,112825
Male-65 years and older,5267
Male-55-64 years,2348
Male-45-54 years,1527
Male-20-44 years,2875
Male-Less than 20 years,665
Female-65 years and older,5646
Female-55-64 years,2682
Female-45-54 years,1606
Female-20-44 years,2383
Female-Less than 20 years,715
"Black or African American, non-Hispanic",0.0050505050505051
"Asian or Pacific Islander, non-Hispanic",0.0085470085470085
Hispanic or Latino,0.0539238539238539
Unknown,0.1015540015540016
"American Indian or Alaska Native, non-Hispanic",0.1966200466200466
Other Race,0.212975912975913
"White, non-Hispanic",0.4213286713286714
