Category,Graham
Total_doses_administered,15665
Total_people_one_dose,9117
Total_people_complete,6946
Total_doses_ordered,17630
total_pouluation,38476
Male-65 years and older,1516
Male-55-64 years,809
Male-45-54 years,691
Male-20-44 years,1455
Male-Less than 20 years,77
Female-65 years and older,1875
Female-55-64 years,938
Female-45-54 years,591
Female-20-44 years,1046
Female-Less than 20 years,110
"Asian or Pacific Islander, non-Hispanic",0.0024130744762532
"Black or African American, non-Hispanic",0.0026324448831853
Other Race,0.0300537457496984
"American Indian or Alaska Native, non-Hispanic",0.0517714160359768
Hispanic or Latino,0.1579466929911155
"White, non-Hispanic",0.2225512778326204
Unknown,0.5326313480311506
