Category,Pinal
Total_doses_administered,211036
Total_people_one_dose,126732
Total_people_complete,95360
Total_doses_ordered,185650
total_pouluation,455210
Male-65 years and older,26523
Male-55-64 years,10628
Male-45-54 years,8398
Male-20-44 years,16124
Male-Less than 20 years,876
Female-65 years and older,30429
Female-55-64 years,11630
Female-45-54 years,7819
Female-20-44 years,12731
Female-Less than 20 years,1024
"Asian or Pacific Islander, non-Hispanic",0.0132010857557681
"Black or African American, non-Hispanic",0.0191427579459016
"American Indian or Alaska Native, non-Hispanic",0.0457027427958211
Other Race,0.0868210081116056
Hispanic or Latino,0.1330603162579301
Unknown,0.2971230628412713
"White, non-Hispanic",0.4049490262917022
