Category,Maricopa
Total_doses_administered,4821988
Total_people_one_dose,2461856
Total_people_complete,2164864
total_pouluation,2461856
Male-65 years and older,273788
Male-55-64 years,180949
Male-45-54 years,174404
Male-20-44 years,412445
Male-Less than 20 years,111019
Female-65 years and older,343207
Female-55-64 years,204241
Female-45-54 years,190022
Female-20-44 years,442178
Female-Less than 20 years,115199
"American Indian or Alaska Native, non-Hispanic",45228
"Black or African American, non-Hispanic",88937
"Asian or Pacific Islander, non-Hispanic",117301
Unknown,191918
Hispanic or Latino,396930
Other Race,446982
"White, non-Hispanic",1174560
