Category,Yuma
Total_doses_administered,254664
Total_people_one_dose,136766
Total_people_complete,117632
total_pouluation,136766
Male-65 years and older,14753
Male-55-64 years,9632
Male-45-54 years,8621
Male-20-44 years,25596
Male-Less than 20 years,7934
Female-65 years and older,17274
Female-55-64 years,10312
Female-45-54 years,9487
Female-20-44 years,24236
Female-Less than 20 years,8469
"Black or African American, non-Hispanic",682
"American Indian or Alaska Native, non-Hispanic",1038
"Asian or Pacific Islander, non-Hispanic",1041
Other Race,15021
"White, non-Hispanic",27876
Unknown,30486
Hispanic or Latino,60622
