Category,Pinal
Total_doses_administered,437916
Total_people_one_dose,232385
Total_people_complete,204270
total_pouluation,232385
Male-65 years and older,34866
Male-55-64 years,17522
Male-45-54 years,15872
Male-20-44 years,34878
Male-Less than 20 years,9531
Female-65 years and older,40462
Female-55-64 years,19851
Female-45-54 years,16230
Female-20-44 years,32866
Female-Less than 20 years,9562
"Asian or Pacific Islander, non-Hispanic",4541
"Black or African American, non-Hispanic",7983
"American Indian or Alaska Native, non-Hispanic",8180
Other Race,30598
Unknown,31549
Hispanic or Latino,36606
"White, non-Hispanic",112928
