Category,Graham
Total_doses_administered,37483
Total_people_one_dose,19579
Total_people_complete,17297
total_pouluation,19579
Male-65 years and older,2325
Male-55-64 years,1536
Male-45-54 years,1382
Male-20-44 years,3370
Male-Less than 20 years,832
Female-65 years and older,2796
Female-55-64 years,1669
Female-45-54 years,1353
Female-20-44 years,3374
Female-Less than 20 years,930
"Black or African American, non-Hispanic",80
"Asian or Pacific Islander, non-Hispanic",90
Other Race,1535
Hispanic or Latino,3422
Unknown,4190
"American Indian or Alaska Native, non-Hispanic",4710
"White, non-Hispanic",5552
