Category,Apache
Total_doses_administered,37529
Total_people_one_dose,20901
Total_people_complete,12906
total_pouluation,20901
Male-65 years and older,2203
Male-55-64 years,1499
Male-45-54 years,1153
Male-20-44 years,2709
Male-Less than 20 years,2691
Female-65 years and older,2588
Female-55-64 years,1595
Female-45-54 years,1147
Female-20-44 years,2542
Female-Less than 20 years,2766
"Black or African American, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",109
Hispanic or Latino,478
Other Race,1231
Unknown,1433
"White, non-Hispanic",3218
"American Indian or Alaska Native, non-Hispanic",14385
