Category,La Paz
Total_doses_administered,18002
Total_people_one_dose,9927
Total_people_complete,8843
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,3163
Male-55-64 years,701
Male-45-54 years,337
Male-20-44 years,586
Male-Less than 20 years,162
Female-65 years and older,3064
Female-55-64 years,863
Female-45-54 years,361
Female-20-44 years,497
Female-Less than 20 years,171
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",219
Hispanic or Latino,1082
Other Race,1145
Unknown,2666
"White, non-Hispanic",4705
