Category,Arizona
Total_doses_administered,7415809
Total_people_complete,3578180
Total_doses_ordered,5346480
total_pouluation,7189020
Total_people_one_dose,4056836
Male-65 years and older,525303
Male-55-64 years,303548
Male-45-54 years,266739
Male-20-44 years,636337
Male-Less than 20 years,169173
Female-65 years and older,647447
Female-55-64 years,349051
Female-45-54 years,291432
Female-20-44 years,670883
Female-Less than 20 years,177372
"Black or African American, non-Hispanic",111776
"American Indian or Alaska Native, non-Hispanic",120478
"Asian or Pacific Islander, non-Hispanic",151479
Unknown,434099
Other Race,683446
Hispanic or Latino,693094
"White, non-Hispanic",1862464
